Name,Title,Year,Toyline,Size,Brand
Darth Maul,With Sith Infiltrator Trophy,2000,The Episode 1 Collection,"3 3/4""",Hasbro
Darth Maul,Tatooine,1999,The Episode 1 Collection,"3 3/4""",Hasbro
Darth Maul,Tatooine Showdown,1999,The Episode 1 Collection,"3 3/4""",Hasbro
Darth Maul,Invasion Force With Sith Speeder,1999,The Episode 1 Collection,"3 3/4""",Hasbro
Darth Maul,Final Lightsaber Duel 2-pack,2000,The Episode 1 Collection,"3 3/4""",Hasbro
Darth Maul,Sith Speeder Game,2000,The Episode 1 Collection,"3 3/4""",Hasbro
Darth Nihilus,Sith Legacy 3-Pack,2009,The Legacy Collection,"3 3/4""",Hasbro
Darth Nihl,Comic 2-pack #16 - 2009,2010,The Legacy Collection,"3 3/4""",Hasbro
Darth Phobos,The Force Unleashed 5-pack,2011,Shadow Of The Dark Side,"3 3/4""",Hasbro
Darth Plagueis,Hego Damask,2013,"The Black Series 3.75""","3 3/4""",Hasbro
Darth Revan,Knights Of The Old Republic,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Darth Talon,Comic 2-Pack #4 - 2008,2008,The Legacy Collection,"3 3/4""",Hasbro
Darth Vader,The Force Unleashed,2008,The 30th Anniversary Collection,"3 3/4""",Hasbro
Darth Vader,Crimson Empire 6-Pack,2008,The Legacy Collection,"3 3/4""",Hasbro
Darth Vader,Return Of The Jedi,2008,The Legacy Collection,"3 3/4""",Hasbro
Darth Vader,Comic 2-pack #1 With Prince Xisor,1996,The Shadows Of The Empire,"3 3/4""",Hasbro
Darth Vader,Hologram,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Darth Vader,Holiday Edition 2005,2005,Original Trilogy Collection,"3 3/4""",Hasbro
Darth Vader,The Empire Strikes Back,2010,The Vintage Collection,"3 3/4""",Hasbro
Darth Vader,Star Wars Infinities #4,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Darth Vader,Comic 2-pack #11 - 2008,2008,The Legacy Collection,"3 3/4""",Hasbro
Darth Vader,Masters Of The Dark Side 2-pack,2000,Power Of The Jedi,"3 3/4""",Hasbro
Darth Vader,Ambush At Star Tours 4-pack,2011,The Disney Collection,"3 3/4""",Hasbro
Darth Vader,Electronic Power F/X,1997,The Power Of The Force,"3 3/4""",Hasbro
Darth Vader,Escape The Death Star,1998,The Power Of The Force,"3 3/4""",Hasbro
Darth Vader,The Empire Strikes Back,2012,Movie Heroes Series,"3 3/4""",Hasbro
Darth Vader,The Rise Of Darth Vader,2012,Movie Heroes Series,"3 3/4""",Hasbro
Darth Vader,25th Anniversary - Final Duel 2-Pack,2002,Power Of The Jedi,"3 3/4""",Hasbro
Darth Vader,Silver Anniversary 1977 - 2002,2002,Star Wars SAGA Series,"3 3/4""",Hasbro
Darth Vader,Emperor's Wrath,2001,Power Of The Jedi,"3 3/4""",Hasbro
Darth Vader,Dagobah,2000,Power Of The Jedi,"3 3/4""",Hasbro
Darth Vader,Star Wars,2012,The Vintage Collection,"3 3/4""",Hasbro
Darth Vader,Light-up Lightsaber Blade!,2012,Movie Heroes Series,"3 3/4""",Hasbro
Darth Vader,Bespin Battle,2012,Movie Heroes Series,"3 3/4""",Hasbro
Darth Vader,Star Wars,1995,The Power Of The Force,"3 3/4""",Hasbro
Darth Vader,Star Wars,1998,The Power Of The Force,"3 3/4""",Hasbro
Darth Vader,Villain Set I 3-Pack,2011,The Vintage Collection,"3 3/4""",Hasbro
Darth Vader,Star Wars,1995,The Power Of The Force,"3 3/4""",Hasbro
Darth Vader,With Removable Helmet,1998,The Power Of The Force,"3 3/4""",Hasbro
Darth Vader,Complete Galaxy,1998,The Power Of The Force,"3 3/4""",Hasbro
Darth Vader,Gunner Station,1998,The Power Of The Force,"3 3/4""",Hasbro
Darth Vader,Return Of The Jedi,2012,The Vintage Collection,"3 3/4""",Hasbro
Darth Vader,With IT-O Interrogation Droid,1999,The Power Of The Force,"3 3/4""",Hasbro
Darth Vader,Final Jedi Duel,1997,The Power Of The Force,"3 3/4""",Hasbro
Darth Vader,Evolution To Darth Vader 4-Pack,2013,Saga Legends Series,"3 3/4""",Hasbro
Darth Vader,Mission Series MS01: Star Destroyer,2013,Saga Legends Series,"3 3/4""",Hasbro
Darth Vader,The Empire Strikes Back,2013,"The Black Series 3.75""","3 3/4""",Hasbro
Darth Vader,Rise Of Darth Vader,2013,Saga Legends Series,"3 3/4""",Hasbro
Darth Vader,Star Wars Marvel #1,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Darth Vader,Battle Of Endor,2006,The Saga Collection,"3 3/4""",Hasbro
Darth Vader,Battle Of Hoth,2006,The Saga Collection,"3 3/4""",Hasbro
Darth Vader,Bespin Confession,2006,The Saga Collection,"3 3/4""",Hasbro
Darth Vader,Rebuild Darth Vader!,2005,Revenge Of The Sith Collection,"3 3/4""",Hasbro
Darth Vader,A New Hope,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Darth Vader,2007 Order 66 Set #3,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Darth Vader,Revenge Of The Sith,2008,The 30th Anniversary Collection,"3 3/4""",Hasbro
Darth Vader,With Coin Album,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Darth Vader,McQuarrie Concept Series,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Darth Vader,Bespin Duel,2002,Star Wars SAGA Series,"3 3/4""",Hasbro
Darth Vader,Throne Room Duel,2003,Star Wars SAGA Series,"3 3/4""",Hasbro
Darth Vader,Lightsaber Attack!,2005,Revenge Of The Sith Collection,"3 3/4""",Hasbro
Darth Vader,Duel At Mustafar,2005,Revenge Of The Sith Collection,"3 3/4""",Hasbro
Darth Vader,Lava Reflection,2005,Revenge Of The Sith Collection,"3 3/4""",Hasbro
Darth Vader,Anakin Skywalker to Darth Vader,2005,Revenge Of The Sith Collection,"3 3/4""",Hasbro
Darth Vader,Celebration III,2005,Revenge Of The Sith Collection,"3 3/4""",Hasbro
Darth Vader,Comic 2-pack #1 - 2009,2009,The Legacy Collection,"3 3/4""",Hasbro
Darth Vader,Battle Damaged,2008,The Legacy Collection,"3 3/4""",Hasbro
Darth Vader,Droid Factory 2-Pack #2 2008,2008,The Legacy Collection,"3 3/4""",Hasbro
Darth Vader,Comic 2-pack #10 - 2008,2008,The Legacy Collection,"3 3/4""",Hasbro
Darth Vader,Sith 5-Pack,2020,Celebrate The Saga,"3 3/4""",Hasbro
Darth Vader,,2021,The Vintage Collection,"3 3/4""",Hasbro
Darth Vader,A New Hope,2018,SOLO: A Star Wars Story,"3 3/4""",Hasbro
Darth Vader,,2019,The Vintage Collection,"3 3/4""",Hasbro
Darth Vader,The Villain,2018,Star Wars Galaxy Of Adventures,"3 3/4""",Hasbro
Darth Vader,,2019,Star Wars Retro Collection,"3 3/4""",Hasbro
Darth Vader,Heroes & Villains,2006,The Saga Collection,"3 3/4""",Hasbro
Darth Vader,Era Of The Force 8-Pack,2017,The Last Jedi Collection,"3 3/4""",Hasbro
Darth Vader,Target 8-Pack,2016,The Rogue One Collection,"3 3/4""",Hasbro
Darth Vader,40th Anniversary Titanium Series,2017,"The Black Series 3.75""","3 3/4""",Hasbro
Darth Vader,With Probe Droid,2017,The Last Jedi Collection,"3 3/4""",Hasbro
Darth Vader,The Empire Strikes Back,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Darth Vader,Revenge Of The Sith,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Darth Vader,Episode 4 - Bundled With Stormtrooper,2019,Skywalker Saga Collection,"3 3/4""",Hasbro
Darth Vader,Cave Of Evil 3-Pack,2019,The Vintage Collection,"3 3/4""",Hasbro
Darth Vader,Figuras de Coleccion 4-Pack,2002,Power Of The Jedi,"3 3/4""",Hasbro
Darth Vader,Father's Day 2-Pack,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Darth Vader,Prototype Edition,2019,Star Wars Retro Collection,"3 3/4""",Hasbro
Darth Vader,Classic Edition 4-Pack,1995,The Power Of The Force,"3 3/4""",Hasbro
Darth Vader,Rogue One,2016,The Rogue One Collection,"3 3/4""",Hasbro
Darth Vader,Imperial Forces 6-Pack,2003,Star Wars SAGA Series,"3 3/4""",Hasbro
Darth Vader,THE FORCE UNLEASHED 3-PACK I,2008,The 30th Anniversary Collection,"3 3/4""",Hasbro
Darth Vader,Hong Kong Edition II 3-Pack,1997,The Power Of The Force,"3 3/4""",Hasbro
Darth Vader,Death Star Briefing 7-Pack,2006,The Saga Collection,"3 3/4""",Hasbro
Darth Vader,Death Star Clash,2003,Star Wars SAGA Series,"3 3/4""",Hasbro
Darth Vader,Epic Battles Ep5: The Empire Strikes Back,2015,The Force Awakens Collection,"3 3/4""",Hasbro
Darth Vader,Mission Series MS09: Bespin,2014,Saga Legends Series,"3 3/4""",Hasbro
Darth Vader,The Empire Strikes Back,2004,Original Trilogy Collection,"3 3/4""",Hasbro
Darth Vader,Silver Edition,2004,Original Trilogy Collection,"3 3/4""",Hasbro
Darth Vader,Commemorative ROTJ 3-Pack,2004,Original Trilogy Collection,"3 3/4""",Hasbro
Darth Vader,Star Wars,2004,Original Trilogy Collection,"3 3/4""",Hasbro
Darth Vader,500th Figure,2005,Original Trilogy Collection,"3 3/4""",Hasbro
Darth Vader,Dagobah Test,2015,"The Black Series 3.75""","3 3/4""",Hasbro
Darth Vader,,2015,The Force Awakens Collection,"3 3/4""",Hasbro
Darth Vader,Star Wars Rebels Set #1,2015,The Force Awakens Collection,"3 3/4""",Hasbro
Darth Vader,The Empire Strikes Back,2015,"The Black Series 3.75""","3 3/4""",Hasbro
Darth Vader,The Empire Strikes Back,2004,Original Trilogy Collection,"3 3/4""",Hasbro
Darth Vader,Revenge Of The Sith,2014,"The Black Series 3.75""","3 3/4""",Hasbro
Darth Vader,The Empire Strikes Back,2014,Saga Legends Series,"3 3/4""",Hasbro
Darth Vader,The Empire Strikes Back,2014,Saga Legends Series,"3 3/4""",Hasbro
Darth Vader,Revenge Of The Sith,2014,"The Black Series 3.75""","3 3/4""",Hasbro
Dash Rendar,Shadows Of The Empire,1996,The Shadows Of The Empire,"3 3/4""",Hasbro
Daultay Dofine,The Phantom Menace,2012,The Vintage Collection,"3 3/4""",Hasbro
Davish Krail,Yavin Pilot Pack,2012,Movie Heroes Series,"3 3/4""",Hasbro
Death Squad Commander,Star Wars,1998,The Power Of The Force,"3 3/4""",Hasbro
Death Squad Commander,Villain Set I 3-Pack,2011,The Vintage Collection,"3 3/4""",Hasbro
Death Squad Commander,A New Hope,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Death Squad Commander,Death Star Accessory Set,2002,Star Wars SAGA Series,"3 3/4""",Hasbro
Death Star Droid,With Mouse Droid,1999,The Power Of The Force,"3 3/4""",Hasbro
Death Star Droid,Star Wars Marvel #81,2008,The 30th Anniversary Collection,"3 3/4""",Hasbro
Death Star Droid,Droid Set 3-Pack,2012,The Vintage Collection,"3 3/4""",Hasbro
Death Star Droid,5D6-RA7,2008,The Legacy Collection,"3 3/4""",Hasbro
Death Star Droid,MB-RA7,2008,The Legacy Collection,"3 3/4""",Hasbro
Death Star Droid,RA-7,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Death Star Gunner,Rogue One,2019,The Vintage Collection,"3 3/4""",Hasbro
Death Star Gunner,Star Wars,1996,The Power Of The Force,"3 3/4""",Hasbro
Death Star Gunner,Battle Of Endor,2006,The Saga Collection,"3 3/4""",Hasbro
Death Trooper,Specialist,2018,The Vintage Collection,"3 3/4""",Hasbro
Death Trooper,Versus 2-Pack #2,2016,The Rogue One Collection,"3 3/4""",Hasbro
Death Trooper,Specialist,2016,"The Black Series 3.75""","3 3/4""",Hasbro
Death Trooper,Kohl's Rogue One 4-Pack,2016,The Rogue One Collection,"3 3/4""",Hasbro
Death Trooper,Specialist,2016,The Rogue One Collection,"3 3/4""",Hasbro
Death Trooper,Carbonized,2020,The Vintage Collection,"3 3/4""",Hasbro
Deena Shan,Star Wars Empire #39,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Deena Shan,Star Wars Empire #39,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Deena Shan,Comic 2-Pack #15 - 2008,2008,The Legacy Collection,"3 3/4""",Hasbro
Deliah Blue,Comic 2-pack #16 - 2009,2010,The Legacy Collection,"3 3/4""",Hasbro
Dengar,The Empire Strikes Back,2010,The Vintage Collection,"3 3/4""",Hasbro
Dengar,The Return Of The Jedi,1997,The Power Of The Force,"3 3/4""",Hasbro
Dengar,Imperial Set II 3-Pack,2011,The Vintage Collection,"3 3/4""",Hasbro
Dengar,Executor Meeting,2004,Star Wars SAGA Series,"3 3/4""",Hasbro
Dengar,Comic 2-Pack #6 - 2008,2008,The Legacy Collection,"3 3/4""",Hasbro
Depa Billaba,Jedi Council #2,2003,Star Wars SAGA Series,"3 3/4""",Hasbro
Destroyer Droid,Geonosis Battle,2002,Star Wars SAGA Series,"3 3/4""",Hasbro
Destroyer Droid,Droid Factory Capture 5-Pack,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Destroyer Droid,Battlefront II Droid 7-Pack,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Destroyer Droid,Heroes & Villains,2006,The Saga Collection,"3 3/4""",Hasbro
Destroyer Droid,Firing Cannons!,2012,Movie Heroes Series,"3 3/4""",Hasbro
Destroyer Droid,The Phantom Menace,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Destroyer Droid,Firing Arm-Blaster!,2005,Revenge Of The Sith Collection,"3 3/4""",Hasbro
Destroyer Droid,2010 Set #3,2010,The Legacy Collection,"3 3/4""",Hasbro
Destroyer Droid,2009 Set #6,2009,The Legacy Collection,"3 3/4""",Hasbro
Destroyer Droid,Clone Wars,2008,The Clone Wars Collection,"3 3/4""",Hasbro
Destroyer Droid,The Phantom Menace,2012,Discover The Force,"3 3/4""",Hasbro
Destroyer Droid,The Phantom Menace,1999,The Episode 1 Collection,"3 3/4""",Hasbro
Destroyer Droid,Battle Damaged,1999,The Episode 1 Collection,"3 3/4""",Hasbro
Destroyer Droid,With R2-D2 Cary Case Playset,1999,The Episode 1 Collection,"3 3/4""",Hasbro
Dexter Jettster,Coruscant Informant,2002,Star Wars SAGA Series,"3 3/4""",Hasbro
Dianoga,Death Star Trash Compactor Set #1 & 2,2002,Star Wars SAGA Series,"3 3/4""",Hasbro
Dice Ibegon,Mos Eisley Cantina,2009,The Legacy Collection,"3 3/4""",Hasbro
Din Djarin,The Mandalorian,2020,The Vintage Collection,"3 3/4""",Hasbro
Din Djarin,,2021,Star Wars Retro Collection,"3 3/4""",Hasbro
Din Djarin,The Mandalorian,2020,The Vintage Collection,"3 3/4""",Hasbro
Din Djarin,Carbonized,2020,The Vintage Collection,"3 3/4""",Hasbro
Din Djarin,With Grogu,2020,The Vintage Collection,"3 3/4""",Hasbro
Din Djarin,With Razor Crest,2021,The Vintage Collection,"3 3/4""",Hasbro
DJ,Canto Bight,2017,The Last Jedi Collection,"3 3/4""",Hasbro
Djas Puhr,Alien Bounty Hunter,2002,Star Wars SAGA Series,"3 3/4""",Hasbro
DL-X2,Star Tours,2002,The Disney Collection,"3 3/4""",Hasbro
DL-X2,Droid 5-Pack,2008,The Disney Collection,"3 3/4""",Hasbro
Dllr Nep,Comic 2-pack #21 - 2009,2010,The Legacy Collection,"3 3/4""",Hasbro
Doctor Aphra,,2018,The Vintage Collection,"3 3/4""",Hasbro
Doctor Aphra,Doctor Aphra Comic Set 3-Pack,2018,The Vintage Collection,"3 3/4""",Hasbro
Doda Bodonawieedo,Jabba's Palace,1998,The Power Of The Force,"3 3/4""",Hasbro
Dorovio Bold,Rebel Pilot Legacy 3-Pack #1,2008,The Legacy Collection,"3 3/4""",Hasbro
Dr. Evazan,Mos Eisley Cantina Screen Scene #1,2004,Original Trilogy Collection,"3 3/4""",Hasbro
Dr. Evazan,Cantina Patron,2012,The Vintage Collection,"3 3/4""",Hasbro
Dr. Evazan,Cantina Showdown,1997,The Power Of The Force,"3 3/4""",Hasbro
Dr. Evazan,Cantina Patron,2012,The Vintage Collection,"3 3/4""",Hasbro
Dred Priest,Republic Elite Forces I,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Droopy McCool,Jabba's Palace,1998,The Power Of The Force,"3 3/4""",Hasbro
Dud Bolt,Tatooine Podrace,2006,The Saga Collection,"3 3/4""",Hasbro
Dud Bolt,Podracer Pilots,2012,Movie Heroes Series,"3 3/4""",Hasbro
Durge,With Swoop Bike,2012,Tartakovsky Clone Wars (Realistic),"3 3/4""",Hasbro
Durge,Commander Of The Separatist Forces,2003,Tartakovsky Clone Wars (Realistic),"3 3/4""",Hasbro
Durge,Comic 2-Pack #2 - 2008,2008,The Legacy Collection,"3 3/4""",Hasbro
Durge,Tartakovsky Clone Wars,2004,Tartakovsky Clone Wars (Animated),"3 3/4""",Hasbro
Edrio,Jedha Revolt 4-Pack,2017,The Rogue One Collection,"3 3/4""",Hasbro
Eeth Koth,Jedi Master,2001,Power Of The Jedi,"3 3/4""",Hasbro
Eeth Koth,Clone Wars,2011,The Clone Wars Collection,"3 3/4""",Hasbro
Eeth Koth,Jedi Master,2002,Star Wars SAGA Series,"3 3/4""",Hasbro
Eeth Koth,Jedi Council Set #2,2004,Original Trilogy Collection,"3 3/4""",Hasbro
Ekelarc Yong,Battle Over Endor 4-pack Set #1,2011,Shadow Of The Dark Side,"3 3/4""",Hasbro
El-Les,Clone Wars,2011,The Clone Wars Collection,"3 3/4""",Hasbro
Elan Sleazebaggano,Outlander Nightclub Encounter,2003,Star Wars SAGA Series,"3 3/4""",Hasbro
Elan Sleazebaggano,Outlander Nightclub Encounter,2003,Star Wars SAGA Series,"3 3/4""",Hasbro
Elis Helrot,Mos Eisley Cantina,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Elite Corps Clone Trooper,Combat On Kashyyyk,2006,The Saga Collection,"3 3/4""",Hasbro
Elite Praetorian Guard,2-Pack #1 With Rey (Jedi Training),2017,The Last Jedi Collection,"3 3/4""",Hasbro
Elite Praetorian Guard,Force Link Starter Set #2,2017,The Last Jedi Collection,"3 3/4""",Hasbro
Elite Praetorian Guard,BB-8 Playset,2017,The Last Jedi Collection,"3 3/4""",Hasbro
Elite Praetorian Guard,With Heavy Blade,2017,"The Black Series 3.75""","3 3/4""",Hasbro
Elite Praetorian Guard,,2019,The Vintage Collection,"3 3/4""",Hasbro
Ello Asty,X-Wing Pilot,2015,The Force Awakens Collection,"3 3/4""",Hasbro
Ellorrs Madak,A New Hope,2001,Power Of The Jedi,"3 3/4""",Hasbro
Embo,Clone Wars,2010,The Clone Wars Collection,"3 3/4""",Hasbro
Emperor Palpatine (Darth Sidious),Crimson Empire 6-Pack,2008,The Legacy Collection,"3 3/4""",Hasbro
Emperor's Royal Guard,Return Of The Jedi,2018,SOLO: A Star Wars Story,"3 3/4""",Hasbro
Emperor's Royal Guard,Target 3-Pack,2017,The Last Jedi Collection,"3 3/4""",Hasbro
Emperor's Royal Guard,Coruscant Security,2002,Star Wars SAGA Series,"3 3/4""",Hasbro
Emperor's Royal Guard,Return Of The Jedi,2016,"The Black Series 3.75""","3 3/4""",Hasbro
Emperor's Royal Guard,Emperor's Quarters,2005,Revenge Of The Sith Collection,"3 3/4""",Hasbro
Emperor's Royal Guard,Return Of The Jedi,1997,The Power Of The Force,"3 3/4""",Hasbro
Emperor's Royal Guard,Return Of The Jedi,2012,The Vintage Collection,"3 3/4""",Hasbro
Endor Rebel Soldier,Battle Of Endor,1998,The Power Of The Force,"3 3/4""",Hasbro
Endor Rebel Soldier,Return Of The Jedi,2002,Star Wars SAGA Series,"3 3/4""",Hasbro
Endor Rebel Soldier,Return Of The Jedi,2002,Star Wars SAGA Series,"3 3/4""",Hasbro
Endor Rebel Soldier,Battle Of Endor,2006,The Saga Collection,"3 3/4""",Hasbro
Endor Rebel Soldier,Endor Ambush 5-pack,2004,Original Trilogy Collection,"3 3/4""",Hasbro
Endor Rebel Soldier,Return Of The Jedi,2011,The Vintage Collection,"3 3/4""",Hasbro
Endor Rebel Soldier,Return Of The Jedi,2010,The Vintage Collection,"3 3/4""",Hasbro
Endor Rebel Soldier,Battle Of Endor,2006,The Saga Collection,"3 3/4""",Hasbro
Endor Rebel Soldier,Endor Troop Builder Set 4-Pack,2002,Star Wars SAGA Series,"3 3/4""",Hasbro
Endor Rebel Soldier,Endor Troop Builder Set 4-Pack,2002,Star Wars SAGA Series,"3 3/4""",Hasbro
Endor Rebel Soldier,Endor Troop Builder Set 4-Pack,2002,Star Wars SAGA Series,"3 3/4""",Hasbro
Endor Rebel Soldier,Endor Troop Builder Set 4-Pack,2002,Star Wars SAGA Series,"3 3/4""",Hasbro
Enfys Nest,,2018,The Vintage Collection,"3 3/4""",Hasbro
Enfys Nest,With Swoop Bike,2018,SOLO: A Star Wars Story,"3 3/4""",Hasbro
Ephant Mon,Jabba's Head Of Security,2002,Star Wars SAGA Series,"3 3/4""",Hasbro
EV-9D9,Jabba's Palace,1997,The Power Of The Force,"3 3/4""",Hasbro
Even Piell,Jedi Master,2008,The Legacy Collection,"3 3/4""",Hasbro
Even Piell,Clone Wars,2011,The Clone Wars Collection,"3 3/4""",Hasbro
Even Piell,Jedi Council #1,2003,Star Wars SAGA Series,"3 3/4""",Hasbro
Ewok,Complete Galaxy,1998,The Power Of The Force,"3 3/4""",Hasbro
Ewok,With Attack Glider,2004,Star Wars SAGA Series,"3 3/4""",Hasbro
Exar Kun,Comic 2-pack #11 - 2009,2009,The Legacy Collection,"3 3/4""",Hasbro
Ezra Bridger,Mission Series: The Ghost,2014,Saga Legends Series,"3 3/4""",Hasbro
Ezra Bridger,Star Wars Rebels,2014,Saga Legends Series,"3 3/4""",Hasbro
Ezra Bridger,Star Wars Rebels,2015,Saga Legends Series,"3 3/4""",Hasbro
Ezra Bridger,Star Wars Rebels,2015,The Force Awakens Collection,"3 3/4""",Hasbro
Ezra Bridger,With Ezra Bridger's Speeder,2016,The Rogue One Collection,"3 3/4""",Hasbro
Ezra Bridger,With Ezra Bridger's Speeder,2016,The Force Awakens Collection,"3 3/4""",Hasbro
FA-4,Attack Of The Clones,2013,The Legacy Collection 2013,"3 3/4""",Hasbro
Faro Argyus,Cloak Of Darkness,2009,The Clone Wars Collection,"3 3/4""",Hasbro
Feltipern Trevagg,Cantina Encounter,2005,Original Trilogy Collection,"3 3/4""",Hasbro
Felucian Warrior,The Force Unleashed 5-Pack #2,2010,The Legacy Collection,"3 3/4""",Hasbro
Felucian Warrior,The Force Unleashed,2008,The 30th Anniversary Collection,"3 3/4""",Hasbro
Fenn Rau,Star Wars Rebels,2017,The Rogue One Collection,"3 3/4""",Hasbro
Fenn Shysa,Comic 2-Pack #6 - 2008,2008,The Legacy Collection,"3 3/4""",Hasbro
Fi Skirata,Clone Commandos 3-Pack,2009,The Legacy Collection,"3 3/4""",Hasbro
Fi-Ek Sirch,Jedi Knight,2011,The Vintage Collection,"3 3/4""",Hasbro
Fi-Ek Sirch,Nikto Jedi Knight,2002,Star Wars SAGA Series,"3 3/4""",Hasbro
Fi-Ek Sirch,Jedi Warriors 5-Pack,2004,Star Wars SAGA Series,"3 3/4""",Hasbro
Fifth Brother Inquisitor,Star Wars Rebels,2016,The Force Awakens Collection,"3 3/4""",Hasbro
Finis Valorum,With Ceremonial Staff,1999,The Episode 1 Collection,"3 3/4""",Hasbro
Finn,FN-2187,2016,The Force Awakens Collection,"3 3/4""",Hasbro
Finn,Takodana Encounter 4-Pack,2016,The Force Awakens Collection,"3 3/4""",Hasbro
