Name,Title,Year,Toyline,Size,Brand
Retail Droid,Clone Troopers & Droids,2010,The Clone Wars Collection,"3 3/4""",Hasbro
Rey,Starkiller Base,2015,The Force Awakens Collection,"3 3/4""",Hasbro
Rey,Rey's Speeder (Jakku),2015,The Force Awakens Collection,"3 3/4""",Hasbro
Rey,The Force Awakens,2015,"The Black Series 3.75""","3 3/4""",Hasbro
Rey,Jakku,2016,The Rogue One Collection,"3 3/4""",Hasbro
Rey,Takodana Encounter 4-Pack,2016,The Force Awakens Collection,"3 3/4""",Hasbro
Rey,The Force Awakens Titanium Series,2017,"The Black Series 3.75""","3 3/4""",Hasbro
Rey,The Last Jedi 5-Pack,2018,SOLO: A Star Wars Story,"3 3/4""",Hasbro
Rey,Jakku,2018,The Vintage Collection,"3 3/4""",Hasbro
Rey,Kohl's 4-Pack,2017,The Last Jedi Collection,"3 3/4""",Hasbro
Rey,Era Of The Force 8-Pack,2017,The Last Jedi Collection,"3 3/4""",Hasbro
Rey,Jedi Training,2018,SOLO: A Star Wars Story,"3 3/4""",Hasbro
Rey,Island Journey,2019,The Vintage Collection,"3 3/4""",Hasbro
Rey,Resistance Outfit,2016,The Force Awakens Collection,"3 3/4""",Hasbro
Rey,Versus 6-Pack,2016,The Rogue One Collection,"3 3/4""",Hasbro
Rey,With Rey's Speeder (Jakku),2016,The Rogue One Collection,"3 3/4""",Hasbro
Rey,Target 8-Pack,2016,The Rogue One Collection,"3 3/4""",Hasbro
Rey,Battle On Crait 4-Pack,2018,The Last Jedi Collection,"3 3/4""",Hasbro
Rey,Jedi Training,2017,The Last Jedi Collection,"3 3/4""",Hasbro
Rey,2-Pack #1 With Praetorian Guard,2017,The Last Jedi Collection,"3 3/4""",Hasbro
Rey,Island Journey,2017,The Last Jedi Collection,"3 3/4""",Hasbro
Rey,The Scavenger,2019,Star Wars Galaxy Of Adventures,"3 3/4""",Hasbro
Rey,The Rise Of Skywalker,2019,The Vintage Collection,"3 3/4""",Hasbro
Rey,Episode 8 - Bundled With Kylo Ren,2019,Skywalker Saga Collection,"3 3/4""",Hasbro
Rey,Resistance 6-Pack,2020,Celebrate The Saga,"3 3/4""",Hasbro
Ric Olie,The Phantom Menace,1999,The Episode 1 Collection,"3 3/4""",Hasbro
Ric Olie,Naboo Pilot,2012,Discover The Force,"3 3/4""",Hasbro
Rik Duel,With Razor Crest (Carbonite Block),2021,The Vintage Collection,"3 3/4""",Hasbro
Rio Durant,Solo: A Star Wars Story,2018,SOLO: A Star Wars Story,"3 3/4""",Hasbro
Roan Shryne,Battle Of Geonosis: Jedi Knights Set #1,2013,Saga Legends Series,"3 3/4""",Hasbro
Robonino,Hostage Crisis,2010,The Clone Wars Collection,"3 3/4""",Hasbro
Rocket Battle Droid,Firing Boarding Claw,2008,The Clone Wars Collection,"3 3/4""",Hasbro
Rocket Battle Droid,Firing Boarding Claw,2009,The Clone Wars Collection,"3 3/4""",Hasbro
Rodian Jedi,2010 Set #2,2010,The Legacy Collection,"3 3/4""",Hasbro
Rodian Jedi Knight,Jedi Knight Army,2003,Tartakovsky Clone Wars (Realistic),"3 3/4""",Hasbro
Rohlan Dyre,Comic 2-pack #15 - 2009,2010,The Legacy Collection,"3 3/4""",Hasbro
Rom Mohc,Comic 2-pack #20 - 2009,2010,The Legacy Collection,"3 3/4""",Hasbro
Romba,With Ewok Graak,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Roron Corobb,Jedi Master,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Rorworr,Wookiee Scout with Role Playing Game,2000,Power Of The Jedi,"3 3/4""",Hasbro
Rose Tico,2-Pack #3 With BB-8/BB-9e,2018,SOLO: A Star Wars Story,"3 3/4""",Hasbro
Rose Tico,Resistance Tech,2017,"The Black Series 3.75""","3 3/4""",Hasbro
Rose Tico,2-Pack #4 With BB-8/BB-9e,2018,The Last Jedi Collection,"3 3/4""",Hasbro
Rose Tico,Battle On Crait 4-Pack,2018,The Last Jedi Collection,"3 3/4""",Hasbro
Rose Tico,Kohl's 4-Pack,2017,The Last Jedi Collection,"3 3/4""",Hasbro
Rose Tico,Resistance Tech,2017,The Last Jedi Collection,"3 3/4""",Hasbro
Roth Del Masona,2009 Set #5,2009,The Legacy Collection,"3 3/4""",Hasbro
Rum Sleg,The Phantom Menace,2009,The Legacy Collection,"3 3/4""",Hasbro
Rune Haako,The Phantom Menace,1999,The Episode 1 Collection,"3 3/4""",Hasbro
RX Droid,Sector 2 Security 3-pack,2013,The Disney Collection,"3 3/4""",Hasbro
RX-24,Star Tours,2002,The Disney Collection,"3 3/4""",Hasbro
RX-24,Droid 5-Pack,2008,The Disney Collection,"3 3/4""",Hasbro
Rystáll,Jabba The Hutt's Dancers,1998,The Power Of The Force,"3 3/4""",Hasbro
Sabé,Queen's Decoy,2001,Power Of The Jedi,"3 3/4""",Hasbro
Sabé,Royal Decoy,2011,Power Of The Jedi,"3 3/4""",Hasbro
Sabine Wren,Star Wars Rebels,2015,Saga Legends Series,"3 3/4""",Hasbro
Sabine Wren,Star Wars Rebels,2016,The Rogue One Collection,"3 3/4""",Hasbro
Saesee Tiin,Jedi vs. Darth Sidious 5-Pack,2006,The Saga Collection,"3 3/4""",Hasbro
Saesee Tiin,Jedi Warriors 5-Pack,2004,Star Wars SAGA Series,"3 3/4""",Hasbro
Saesee Tiin,Jedi Council Set #3,2004,Original Trilogy Collection,"3 3/4""",Hasbro
Saesee Tiin,Jedi Master,2001,Power Of The Jedi,"3 3/4""",Hasbro
Saesee Tiin,With Flight Pack,2011,The Clone Wars Collection,"3 3/4""",Hasbro
Saesee Tiin,Commemorative DVD 3-Pack 2005 Set #2,2005,Tartakovsky Clone Wars (Animated),"3 3/4""",Hasbro
Saesee Tiin,Clone Wars,2008,The Legacy Collection,"3 3/4""",Hasbro
Saesee Tiin,Army Of The Republic,2003,Tartakovsky Clone Wars (Realistic),"3 3/4""",Hasbro
Saesee Tiin,Jedi Master,2002,Star Wars SAGA Series,"3 3/4""",Hasbro
Saesee Tiin,Jedi Master,2005,Revenge Of The Sith Collection,"3 3/4""",Hasbro
Salacious Crumb,With C-3PO,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Salacious Crumb,Return Of The Jedi,1998,The Power Of The Force,"3 3/4""",Hasbro
Salacious Crumb,Jabba The Hutt Playset,2010,Shadow Of The Dark Side,"3 3/4""",Hasbro
Salacious Crumb,With Amanaman,2001,Power Of The Jedi,"3 3/4""",Hasbro
Saleucami Trooper,Battle Of Saleucami,2008,The Legacy Collection,"3 3/4""",Hasbro
Saleucami Trooper,,2009,The Legacy Collection,"3 3/4""",Hasbro
San Hill,Geonosian War Room 3-Pack #1,2003,Star Wars SAGA Series,"3 3/4""",Hasbro
Sandtrooper,Silver Saga Edition,2004,Star Wars SAGA Series,"3 3/4""",Hasbro
Sandtrooper,Tatooine Search,2004,Original Trilogy Collection,"3 3/4""",Hasbro
Sandtrooper,A New Hope,2013,The Legacy Collection 2013,"3 3/4""",Hasbro
Sandtrooper,Sergeant,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Sandtrooper,Corporal,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Sandtrooper,With Sentry Droid Mark IV,2017,"The Black Series 3.75""","3 3/4""",Hasbro
Sandtrooper,Figuras de Coleccion 4-Pack,2002,Power Of The Jedi,"3 3/4""",Hasbro
Sandtrooper,Squad Leader,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Sandtrooper,With Dewback,2009,The Legacy Collection,"3 3/4""",Hasbro
Sandtrooper,A New Hope,2010,The Vintage Collection,"3 3/4""",Hasbro
Sandtrooper,Tatooine Patrol,2001,Power Of The Jedi,"3 3/4""",Hasbro
Sandtrooper,Star Wars,1996,The Power Of The Force,"3 3/4""",Hasbro
Sandtrooper,A New Hope,2012,The Vintage Collection,"3 3/4""",Hasbro
Sandtrooper,With Cantina at Mos Eisley 3D Diorama,1998,The Power Of The Force,"3 3/4""",Hasbro
Sandtrooper,With Dewback,1997,The Power Of The Force,"3 3/4""",Hasbro
Sandtrooper,Clone Trooper to Stormtrooper Set 1,2005,Revenge Of The Sith Collection,"3 3/4""",Hasbro
Sandtrooper,Clone Trooper to Stormtrooper Set 2,2005,Revenge Of The Sith Collection,"3 3/4""",Hasbro
Sandtrooper,Fan Club 4-pack III (orange pauldron),2003,Star Wars SAGA Series,"3 3/4""",Hasbro
Sandtrooper,Fan Club 4-pack III (gray pauldron),2003,Star Wars SAGA Series,"3 3/4""",Hasbro
Sandtrooper,Fan Club 4-pack III (white pauldron),2003,Star Wars SAGA Series,"3 3/4""",Hasbro
Sandtrooper,Fan Club 4-pack III (black pauldron),2003,Star Wars SAGA Series,"3 3/4""",Hasbro
Sandtrooper,Escape From Mos Eisley,2006,The Saga Collection,"3 3/4""",Hasbro
Sarco Plank,,2015,The Force Awakens Collection,"3 3/4""",Hasbro
Sarrissa Jeng,Battle Of Geonosis: Jedi Knights Set #1,2013,Saga Legends Series,"3 3/4""",Hasbro
Savage Opress,Clone Wars,2012,The Clone Wars Collection,"3 3/4""",Hasbro
Savage Opress,Darth Maul Returns,2012,The Clone Wars Collection,"3 3/4""",Hasbro
Savage Opress,Armored,2011,The Clone Wars Collection,"3 3/4""",Hasbro
Savage Opress,Clone Wars,2011,The Clone Wars Collection,"3 3/4""",Hasbro
Savage Opress,Clone Wars,2013,The Clone Wars Collection,"3 3/4""",Hasbro
Saw Gerrera,Jedha Revolt 4-Pack,2017,The Rogue One Collection,"3 3/4""",Hasbro
Scorch,Republic Commando 5-pack,2011,Shadow Of The Dark Side,"3 3/4""",Hasbro
Scorch,Republic Commando,2006,The Saga Collection,"3 3/4""",Hasbro
Scrubber Droid,Tatooine Accessory Pack,2000,The Episode 1 Collection,"3 3/4""",Hasbro
Scuba Clone Trooper,With Republic Assault Submarine,2012,The Clone Wars Collection,"3 3/4""",Hasbro
Sebulba,Mos Espa Encounter,1999,The Episode 1 Collection,"3 3/4""",Hasbro
Sebulba,With Pod Racer,1999,The Episode 1 Collection,"3 3/4""",Hasbro
Sebulba,Mos Espa Arena,2012,Discover The Force,"3 3/4""",Hasbro
Sebulba,Boonta Eve Challenge,2000,Power Of The Jedi,"3 3/4""",Hasbro
Seeker Droid,Mission Series MS01: Star Destroyer,2013,Saga Legends Series,"3 3/4""",Hasbro
Seeker Droid,Search For The Rebel Spy 3-pack,2013,The Disney Collection,"3 3/4""",Hasbro
Selig Kenjenn,Battle Of Geonosis: Jedi Knights Set #2,2013,Saga Legends Series,"3 3/4""",Hasbro
Senate Commando,Senate Commando 2-pack,2010,The Clone Wars Collection,"3 3/4""",Hasbro
Senate Commando Captain,Senate Commando 2-pack,2010,The Clone Wars Collection,"3 3/4""",Hasbro
Senate Guard,Coruscant Guard,2000,Power Of The Jedi,"3 3/4""",Hasbro
Senate Guard,Attack Of The Clones,2011,The Vintage Collection,"3 3/4""",Hasbro
Senate Guard,Senate Security,2005,Revenge Of The Sith Collection,"3 3/4""",Hasbro
Senate Guard,Greatest Battles,2006,The Saga Collection,"3 3/4""",Hasbro
Sentry Droid Mark IV,With Sandtrooper,2017,"The Black Series 3.75""","3 3/4""",Hasbro
Sephjet Josall,Battle Of Geonosis: Jedi Knights Set #1,2013,Saga Legends Series,"3 3/4""",Hasbro
Sergeant Bric,With Galactic Battle Mat,2010,The Clone Wars Collection,"3 3/4""",Hasbro
Sergeant Edian,Cloud City Wing Guard,2009,The Legacy Collection,"3 3/4""",Hasbro
Sergeant Harkas,Joker Squad 6-Pack,2009,The Legacy Collection,"3 3/4""",Hasbro
Seripas,Clone Wars,2011,The Clone Wars Collection,"3 3/4""",Hasbro
Sev,Republic Commando 5-pack,2011,Shadow Of The Dark Side,"3 3/4""",Hasbro
Seventh Sister Inquisitor,Versus 2-Pack #5,2016,The Rogue One Collection,"3 3/4""",Hasbro
Shaak Ti,Jedi Council Set #4,2004,Original Trilogy Collection,"3 3/4""",Hasbro
Shaak Ti,2010 Set #4,2010,The Legacy Collection,"3 3/4""",Hasbro
Shaak Ti,Clone Wars,2010,The Clone Wars Collection,"3 3/4""",Hasbro
Shaak Ti,The Force Unleashed,2010,The Legacy Collection,"3 3/4""",Hasbro
Shaak Ti,Jedi Master,2005,Revenge Of The Sith Collection,"3 3/4""",Hasbro
Shaak Ti,Jedi Master,2002,Star Wars SAGA Series,"3 3/4""",Hasbro
Shadow Guard,The Force Unleashed,2008,The 30th Anniversary Collection,"3 3/4""",Hasbro
Shadow Stormtrooper,The Force Unleashed 5-Pack #1,2010,The Legacy Collection,"3 3/4""",Hasbro
Shadow Stormtrooper,The Force Unleashed 3-Pack II,2008,The 30th Anniversary Collection,"3 3/4""",Hasbro
Shadow Stormtrooper,Comic 3-pack #13 - 2009,2009,The Legacy Collection,"3 3/4""",Hasbro
Shadow Stormtrooper,Crimson Empire,2006,The Saga Collection,"3 3/4""",Hasbro
Shadow Trooper,Star Wars Battlefront,2019,The Vintage Collection,"3 3/4""",Hasbro
Shadow Trooper,Jedi Con Germany 2008,2008,The 30th Anniversary Collection,"3 3/4""",Hasbro
Shadow Trooper,Jedi Con Germany 2008,2008,The 30th Anniversary Collection,"3 3/4""",Hasbro
Shae Vizla,Old Republic Bounty Hunter,2012,The Vintage Collection,"3 3/4""",Hasbro
Shahan Alama,Hostage Crisis,2010,The Clone Wars Collection,"3 3/4""",Hasbro
Shakka,Watto's Box,1999,The Episode 1 Collection,"3 3/4""",Hasbro
Sharad Hett,Comic 2-pack #16 - 2008,2008,The Legacy Collection,"3 3/4""",Hasbro
Shira Brie,Rebel Pilot Legacy 3-Pack #3,2009,The Legacy Collection,"3 3/4""",Hasbro
Shmi Skywalker,The Phantom Menace,2001,Power Of The Jedi,"3 3/4""",Hasbro
Shock Trooper,Revenge Of The Sith,2012,Movie Heroes Series,"3 3/4""",Hasbro
Shock Trooper,Revenge Of The Sith,2012,The Vintage Collection,"3 3/4""",Hasbro
Shock Trooper,Quick-Draw Attack!,2005,Revenge Of The Sith Collection,"3 3/4""",Hasbro
Shock Trooper,Revenge Of The Sith,2013,Saga Legends Series,"3 3/4""",Hasbro
Shock Trooper,Rise Of Darth Vader,2013,Saga Legends Series,"3 3/4""",Hasbro
Shock Trooper,Republic 5-Pack,2020,Celebrate The Saga,"3 3/4""",Hasbro
Shock Trooper,Greatest Battles,2006,The Saga Collection,"3 3/4""",Hasbro
Shock Trooper,Revenge Of The Sith,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Shock Trooper,Skirmish In The Senate 4-Pack,2006,The Saga Collection,"3 3/4""",Hasbro
Shock Trooper,Skirmish In The Senate 4-Pack,2006,The Saga Collection,"3 3/4""",Hasbro
Shoretrooper,Rogue One,2016,"The Black Series 3.75""","3 3/4""",Hasbro
Shoretrooper,Rogue One,2016,The Rogue One Collection,"3 3/4""",Hasbro
Shoretrooper,,2019,The Vintage Collection,"3 3/4""",Hasbro
Shoretrooper Captain,Versus 2-pack #8,2017,The Rogue One Collection,"3 3/4""",Hasbro
Shoretrooper Squad Leader,Versus 2-Pack #1,2016,The Rogue One Collection,"3 3/4""",Hasbro
Shu Mai,Geonosian War Room 3-Pack #2,2003,Star Wars SAGA Series,"3 3/4""",Hasbro
Sidon Ithano,The Force Awakens Set #3,2016,The Force Awakens Collection,"3 3/4""",Hasbro
Sigel Dare,Comic 2-pack #8 - 2009,2009,The Legacy Collection,"3 3/4""",Hasbro
Signal Droid,Star Tours Travel Agency 5-pack,2011,The Disney Collection,"3 3/4""",Hasbro
Signal Droid,Search For The Rebel Spy 3-pack,2013,The Disney Collection,"3 3/4""",Hasbro
Sila Kott,Battle Over Endor 4-pack Set #1,2011,Shadow Of The Dark Side,"3 3/4""",Hasbro
Sio Bibble,Governor Of Naboo,2000,The Episode 1 Collection,"3 3/4""",Hasbro
Sith Attack Droid,With Darth Maul,2001,Power Of The Jedi,"3 3/4""",Hasbro
Sith Jet Trooper,,2019,The Vintage Collection,"3 3/4""",Hasbro
Sith Trooper,The Rise Of Skywalker,2019,The Vintage Collection,"3 3/4""",Hasbro
Sith Trooper,Armory Pack,2019,The Vintage Collection,"3 3/4""",Hasbro
SK-Z38,Star Tours,2003,The Disney Collection,"3 3/4""",Hasbro
Sky Trooper,Search For The Rebel Spy 3-pack,2013,The Disney Collection,"3 3/4""",Hasbro
Sky Trooper,Ambush At Star Tours 4-pack,2011,The Disney Collection,"3 3/4""",Hasbro
Sly Moore,Coruscant Senate,2005,Original Trilogy Collection,"3 3/4""",Hasbro
Snaggletooth,Zutton,2001,Power Of The Jedi,"3 3/4""",Hasbro
Snaggletooth,Villain Set II 3-Pack,2012,The Vintage Collection,"3 3/4""",Hasbro
Snaggletooth,Mos Eisley Cantina Screen Scene #2,2004,Original Trilogy Collection,"3 3/4""",Hasbro
Snap Wexley,The Force Awakens Set #4,2016,The Force Awakens Collection,"3 3/4""",Hasbro
Snowtrooper,First Order Legion 7-Pack,2016,The Force Awakens Collection,"3 3/4""",Hasbro
Snowtrooper,The Force Awakens Set #4,2016,The Force Awakens Collection,"3 3/4""",Hasbro
Snowtrooper,The Empire Strikes Back,2014,Saga Legends Series,"3 3/4""",Hasbro
Snowtrooper,The Empire Strikes Back,2014,Saga Legends Series,"3 3/4""",Hasbro
Snowtrooper,First Order,2015,The Force Awakens Collection,"3 3/4""",Hasbro
Snowtrooper,,2009,The Legacy Collection,"3 3/4""",Hasbro
Snowtrooper,Galactic Empire 5-Pack,2020,Celebrate The Saga,"3 3/4""",Hasbro
Snowtrooper,Battle On Crait 4-Pack,2018,The Last Jedi Collection,"3 3/4""",Hasbro
Snowtrooper,The Last Jedi 5-Pack,2018,SOLO: A Star Wars Story,"3 3/4""",Hasbro
Snowtrooper,Millennium Minted Coin Collection,1998,The Power Of The Force,"3 3/4""",Hasbro
Snowtrooper,Imperial Forces 3-Pack,2011,The Vintage Collection,"3 3/4""",Hasbro
Snowtrooper,Heavy Repeating Blaster,1997,The Power Of The Force,"3 3/4""",Hasbro
Snowtrooper,Empire Strikes Back,1997,The Power Of The Force,"3 3/4""",Hasbro
Snowtrooper,Hoth Battle Gear,2007,The Saga Collection,"3 3/4""",Hasbro
Snowtrooper,Battle Of Hoth,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Snowtrooper,Concept by Joe Johnston,2009,The Legacy Collection,"3 3/4""",Hasbro
Snowtrooper,McQuarrie Concept Series,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Snowtrooper Commander,Battle Of Hoth,2006,The Saga Collection,"3 3/4""",Hasbro
Snowtrooper Commander,Battle Of Hoth,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Snowtrooper Commander,The Battle Of Hoth,2003,Star Wars SAGA Series,"3 3/4""",Hasbro
Snowtrooper Commander,The Empire Strikes Back,2014,"The Black Series 3.75""","3 3/4""",Hasbro
Snowtrooper Commander,The Empire Strikes Back,2004,Original Trilogy Collection,"3 3/4""",Hasbro
Snowtrooper Officer,With First Order Snowspeeder,2015,The Force Awakens Collection,"3 3/4""",Hasbro
Snowtrooper Officer,Versus 2-Pack #3,2016,The Rogue One Collection,"3 3/4""",Hasbro
Snowtrooper Officer,With First Order Snowspeeder,2016,The Rogue One Collection,"3 3/4""",Hasbro
Soontir Fel,Star Wars X-Wing Rogue Squadron #25,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Soontir Fel,Comic 2-pack #17 - 2009,2010,The Legacy Collection,"3 3/4""",Hasbro
Sora Bulq,Battle Of Geonosis,2006,The Saga Collection,"3 3/4""",Hasbro
SP-4,Research Droids,2003,Star Wars SAGA Series,"3 3/4""",Hasbro
Spacetrooper,Expanded Universe,1998,The Power Of The Force,"3 3/4""",Hasbro
Spacetrooper,Expanded Universe,2010,The Legacy Collection,"3 3/4""",Hasbro
Spacetrooper,Death Star,2008,The Legacy Collection,"3 3/4""",Hasbro
Spacetrooper,Death Star,2009,The Legacy Collection,"3 3/4""",Hasbro
Special Ops Clone Trooper,Clone Trooper and Geonosian Drone 2-pack,2011,The Clone Wars Collection,"3 3/4""",Hasbro
Speeder Bike Pilot,Concept by Joe Johnston - with Speeder Bike,1997,The Power Of The Force,"3 3/4""",Hasbro
Spider Assassin Droid,Droid Attack On The Coronet,2011,The Clone Wars Collection,"3 3/4""",Hasbro
Spider Droid,Attack Of The Clones,2003,Star Wars SAGA Series,"3 3/4""",Hasbro
Squid Head,Tessek,2001,Power Of The Jedi,"3 3/4""",Hasbro
Star Tours Officer,Star Tours Boarding Party 5-pack,2010,The Disney Collection,"3 3/4""",Hasbro
Starkiller Hero,McQuarrie Concept Series,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Stass Allie,Battle Of Saleucami,2008,The Legacy Collection,"3 3/4""",Hasbro
Stass Allie,With BARC Speeder,2005,Revenge Of The Sith Collection,"3 3/4""",Hasbro
Stass Allie,Jedi Council Set #4,2004,Original Trilogy Collection,"3 3/4""",Hasbro
Stemzee,Ewok 2-pack With Ewok Assault Catapult,2013,The Vintage Collection,"3 3/4""",Hasbro
Storm Commando,Shadow Scout With Speeder Bike,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Storm Commando,Clone Commandos 3-Pack,2009,The Legacy Collection,"3 3/4""",Hasbro
Storm Commando,Comic 2-pack #19 - 2009,2010,The Legacy Collection,"3 3/4""",Hasbro
Stormtrooper,McQuarrie Concept Series,2003,Star Wars SAGA Series,"3 3/4""",Hasbro
Stormtrooper,McQuarrie Concept Series,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Stormtrooper,Galactic Empire,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Stormtrooper,The Empire Strikes Back,2011,The Vintage Collection,"3 3/4""",Hasbro
Stormtrooper,The Empire Strikes Back,2011,The Vintage Collection,"3 3/4""",Hasbro
Stormtrooper,Battle Of Endor,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Stormtrooper,Star Wars Marvel #2,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Stormtrooper,Star Wars Marvel #44,2008,The 30th Anniversary Collection,"3 3/4""",Hasbro
Stormtrooper,Star Wars,2013,"The Black Series 3.75""","3 3/4""",Hasbro
Stormtrooper,Crowd Control,1996,The Power Of The Force,"3 3/4""",Hasbro
Stormtrooper,With Battle Damage,1999,The Power Of The Force,"3 3/4""",Hasbro
Stormtrooper,Villain Set I 3-Pack,2011,The Vintage Collection,"3 3/4""",Hasbro
Stormtrooper,Star Wars,1995,The Power Of The Force,"3 3/4""",Hasbro
Stormtrooper,Star Wars Rebels,2015,Saga Legends Series,"3 3/4""",Hasbro
Stormtrooper,Star Wars,2015,"The Black Series 3.75""","3 3/4""",Hasbro
Stormtrooper,Version 1,2015,The Force Awakens Collection,"3 3/4""",Hasbro
Stormtrooper,First Order,2015,The Force Awakens Collection,"3 3/4""",Hasbro
Stormtrooper,Version 2,2015,The Force Awakens Collection,"3 3/4""",Hasbro
Stormtrooper,With Elite Speeder Bike,2015,The Force Awakens Collection,"3 3/4""",Hasbro
Stormtrooper,5-Pack,2015,The Force Awakens Collection,"3 3/4""",Hasbro
Stormtrooper,Episode 6: Return Of The Jedi,2004,Original Trilogy Collection,"3 3/4""",Hasbro
Stormtrooper,The Force Awakens,2015,"The Black Series 3.75""","3 3/4""",Hasbro
Stormtrooper,Darth Vader Carry Case 2-pack,2004,Original Trilogy Collection,"3 3/4""",Hasbro
Stormtrooper,Commemorative ROTJ 3-Pack,2004,Original Trilogy Collection,"3 3/4""",Hasbro
Stormtrooper,Star Wars Rebels,2014,Saga Legends Series,"3 3/4""",Hasbro
Stormtrooper,The Empire Strikes Back,2014,Saga Legends Series,"3 3/4""",Hasbro
Stormtrooper,Star Wars Rebels,2014,Saga Legends Series,"3 3/4""",Hasbro
Stormtrooper,Star Wars,2014,Saga Legends Series,"3 3/4""",Hasbro
Stormtrooper,Imperial Scanning Crew 2-pack (TK-421),2013,The Vintage Collection,"3 3/4""",Hasbro
Stormtrooper,Star Wars,2004,Original Trilogy Collection,"3 3/4""",Hasbro
Stormtrooper,Troop Builder Set 4-Pack,2002,Star Wars SAGA Series,"3 3/4""",Hasbro
Stormtrooper,Troop Builder Set 4-Pack,2002,Star Wars SAGA Series,"3 3/4""",Hasbro
Stormtrooper,Troop Builder Set 4-Pack,2002,Star Wars SAGA Series,"3 3/4""",Hasbro
Stormtrooper,Troop Builder Set 4-Pack,2002,Star Wars SAGA Series,"3 3/4""",Hasbro
Stormtrooper,First Order Legion 7-Pack,2016,The Force Awakens Collection,"3 3/4""",Hasbro
Stormtrooper,Epic Battles Ep4: A New Hope,2015,The Force Awakens Collection,"3 3/4""",Hasbro
Stormtrooper,Battle On Endor 8-Pack,2014,"The Black Series 3.75""","3 3/4""",Hasbro
Stormtrooper,First Order Legion 7-Pack,2016,The Force Awakens Collection,"3 3/4""",Hasbro
Stormtrooper,First Order Legion 7-Pack,2016,The Force Awakens Collection,"3 3/4""",Hasbro
Stormtrooper,Squad Leader,2016,The Force Awakens Collection,"3 3/4""",Hasbro
Stormtrooper,Star Wars Rebels,2015,Saga Legends Series,"3 3/4""",Hasbro
Stormtrooper,Imperial Forces 6-Pack,2003,Star Wars SAGA Series,"3 3/4""",Hasbro
Stormtrooper,Hong Kong Edition II 3-Pack,1997,The Power Of The Force,"3 3/4""",Hasbro
Stormtrooper,Versus 6-Pack,2016,The Rogue One Collection,"3 3/4""",Hasbro
Stormtrooper,Versus 2-Pack #6,2016,The Rogue One Collection,"3 3/4""",Hasbro
Stormtrooper,Versus 2-Pack #4,2016,The Rogue One Collection,"3 3/4""",Hasbro
Stormtrooper,Rogue One,2016,The Rogue One Collection,"3 3/4""",Hasbro
Stormtrooper,Star Wars Resistance,2019,Star Wars Resistance,"3 3/4""",Hasbro
Stormtrooper,,2009,The Legacy Collection,"3 3/4""",Hasbro
Stormtrooper,The Mandalorian,2020,The Vintage Collection,"3 3/4""",Hasbro
Stormtrooper,Episode 4 - Bundled With Darth Vader,2019,Skywalker Saga Collection,"3 3/4""",Hasbro
Stormtrooper,With Mandalorian Monopoly Boardgame,2020,Star Wars Retro Collection,"3 3/4""",Hasbro
Stormtrooper,With Carbon Freezing Chamber Playset,2020,The Vintage Collection,"3 3/4""",Hasbro
Stormtrooper,Carbonized,2020,The Vintage Collection,"3 3/4""",Hasbro
Stormtrooper,Kohl's Rogue One 4-Pack,2016,The Rogue One Collection,"3 3/4""",Hasbro
Stormtrooper,First Order,2017,The Last Jedi Collection,"3 3/4""",Hasbro
Stormtrooper,First Order,2018,The Vintage Collection,"3 3/4""",Hasbro
Stormtrooper,Mimban,2018,SOLO: A Star Wars Story,"3 3/4""",Hasbro
Stormtrooper,With Imperial AT-DT Walker,2018,SOLO: A Star Wars Story,"3 3/4""",Hasbro
Stormtrooper,Target Trooper 6-Pack,2018,SOLO: A Star Wars Story,"3 3/4""",Hasbro
Stormtrooper,The Enforcer,2019,Star Wars Galaxy Of Adventures,"3 3/4""",Hasbro
Stormtrooper,,2019,Star Wars Retro Collection,"3 3/4""",Hasbro
Stormtrooper,Mimban,2018,The Vintage Collection,"3 3/4""",Hasbro
Stormtrooper,Rogue One,2019,The Vintage Collection,"3 3/4""",Hasbro
Stormtrooper Commander,Star Wars Rebels,2015,Saga Legends Series,"3 3/4""",Hasbro
Stormtrooper Commander,The Force Unleashed,2008,The 30th Anniversary Collection,"3 3/4""",Hasbro
Stormtrooper Executioner,The First Order,2017,"The Black Series 3.75""","3 3/4""",Hasbro
Stormtrooper Executioner,Force Link Starter Set #2,2017,The Last Jedi Collection,"3 3/4""",Hasbro
Stormtrooper Officer,Kohl's 4-Pack,2017,The Last Jedi Collection,"3 3/4""",Hasbro
